id,title,date_added,release_year,score
ns5648,autohead,2017-01-01,2016,3.5
ns5649,bee movie,2017-01-01,2007,3.5
ns565,boogie nights,2021-07-01,1997,3.5
ns5650,headwinds,2017-01-01,2011,3.5
ns5651,star trek: deep space nine,2017-01-01,1999,3.6
ns5652,udta punjab,2017-01-01,2016,3.5
ns5653,mr. pig,2016-12-31,2016,3.5
ns5654,my runway,2016-12-30,2016,3.5
ns5655,ajin: demi-human,2016-12-27,2016,3.5
ns5656,chasing cameron,2016-12-27,2016,3.6
ns5657,7:19,2016-12-23,2016,3.5
ns5658,garfunkel and oates: trying to be special,2016-12-23,2016,3.6
ns5659,sense8,2016-12-23,2018,3.6
ns566,bureau of magical things,2021-07-01,2020,3.6
ns5660,a christmas special: miraculous: tales of ladybug & cat noir,2016-12-20,2016,3.4
ns5661,gabriel lglesias: i’m sorry for what i said when i was hungry,2016-12-20,2016,3.6
ns5662,barry,2016-12-16,2016,3.4
ns5663,crazyhead,2016-12-16,2016,3.5
ns5664,sister cities,2016-12-16,2016,3.5
ns5665,3 türken & ein baby,2016-12-15,2015,3.5
ns5666,color of woman,2016-12-15,2012,3.6
ns5667,eddie - strongman,2016-12-15,2015,3.5
ns5668,goodbye my wife,2016-12-15,2012,3.5
ns5669,happy and,2016-12-15,2012,3.6
ns567,charlie's angels,2021-07-01,2000,3.5
ns5670,heaven's garden,2016-12-15,2011,3.5
ns5671,ice fantasy,2016-12-15,2016,3.6
ns5672,immortal classic,2016-12-15,2012,3.5
ns5673,inuyasha,2016-12-15,2001,3.6
ns5674,k-pop extreme survival,2016-12-15,2012,3.5
ns5675,merlin,2016-12-15,2012,3.5
ns5676,miss panda & mr. hedgehog,2016-12-15,2012,3.5
ns5677,sand storm,2016-12-15,2016,3.6
ns5678,tokyo trial,2016-12-13,2017,3.5
ns5679,ricardo o'farrill: abrazo navideño,2016-12-12,2016,3.5
ns568,congo,2021-07-01,1995,3.5
ns5680,asperger's are us,2016-12-11,2016,3.5
ns5681,captive,2016-12-09,2016,3.6
ns5682,mariah carey's merriest christmas,2016-12-09,2015,3.5
ns5683,spectral,2016-12-09,2016,3.5
ns5684,white rabbit project,2016-12-09,2016,3.6
ns5685,miss in kiss,2016-12-08,2016,3.5
ns5686,other people,2016-12-08,2016,3.6
ns5687,the cuba libre story,2016-12-08,2015,3.4
ns5688,blue jay,2016-12-06,2016,3.6
ns5689,one in a billion,2016-12-06,2016,3.6
ns569,dennis the menace,2021-07-01,1993,3.5
ns5690,reggie watts: spatial,2016-12-06,2016,3.6
ns5691,from dusk till dawn,2016-12-05,2016,3.5
ns5692,mercenary,2016-12-04,2016,3.4
ns5693,lost & found music studios,2016-12-03,2016,3.6
ns5694,for the love of spock,2016-12-02,2016,3.6
ns5695,white girl,2016-12-02,2016,3.5
ns5696,#rucker50,2016-12-01,2016,3.5
ns5697,1000 rupee note,2016-12-01,2014,3.5
ns5698,across grace alley,2016-12-01,2013,3.5
ns5699,asu mare 2,2016-12-01,2015,3.5
ns57,naruto shippuden the movie: blood prison,2021-09-15,2011,3.6
ns570,dreamy eyes,2021-07-01,2019,3.6
ns5700,back to 1989,2016-12-01,2016,3.5
ns5701,bromance,2016-12-01,2015,3.6
ns5702,interrogation,2016-12-01,2015,3.5
ns5703,rainbow time,2016-12-01,2016,3.5
ns5704,refresh man,2016-12-01,2016,3.6
ns5705,richard pryor: live in concert,2016-12-01,1979,3.6
ns5706,the violin player,2016-12-01,2016,3.6
ns5707,beauties of the night,2016-11-25,2016,3.5
ns5708,gilmore girls: a year in the life,2016-11-25,2016,3.6
ns5709,michael che matters,2016-11-25,2016,3.5
ns571,dynasty warriors,2021-07-01,2021,3.6
ns5710,mercy,2016-11-22,2016,3.5
ns5711,the land of cards,2016-11-22,2012,3.5
ns5712,carlos ballarta: el amor es de putos,2016-11-21,2016,3.6
ns5713,donald glover: weirdo,2016-11-19,2012,3.6
ns5714,colin quinn: the new york story,2016-11-18,2016,3.5
ns5715,divines,2016-11-18,2016,3.5
ns5716,la niña,2016-11-18,2016,3.5
ns5717,paranoid,2016-11-17,2016,3.6
ns5718,dieter nuhr: nuhr in berlin,2016-11-15,2016,3.5
ns5719,mumbai cha raja,2016-11-15,2012,3.6
ns572,generation 56k,2021-07-01,2021,3.6
ns5720,true memoirs of an international assassin,2016-11-11,2016,3.5
ns5721,einsatzgruppen: the nazi death squads,2016-11-10,2009,3.6
ns5722,kathleen madigan: bothering jesus,2016-11-10,2016,3.6
ns5723,case,2016-11-09,2015,3.6
ns5724,danger mouse,2016-11-09,2016,3.6
ns5725,"dana carvey: straight white male, 60",2016-11-04,2016,3.5
ns5726,the ivory game,2016-11-04,2016,3.6
ns5727,a grand night in: the story of aardman,2016-11-01,2015,3.5
ns5728,inborn pair,2016-11-01,2011,3.6
ns5729,just you,2016-11-01,2013,3.4
ns573,hampstead,2021-07-01,2019,3.6
ns5730,love around,2016-11-01,2013,3.4
ns5731,love family,2016-11-01,2013,3.5
ns5732,love me or leave me,2016-11-01,2012,3.6
ns5733,love now,2016-11-01,2012,3.5
ns5734,norman lear: just another version of you,2016-11-01,2016,3.5
ns5735,santa pac's merry berry day,2016-11-01,2016,3.5
ns5736,spanish affair 2,2016-11-01,2015,3.6
ns5737,pup star,2016-10-29,2016,3.6
ns5738,i am the pretty thing that lives in the house,2016-10-28,2016,3.5
ns5739,into the inferno,2016-10-28,2016,3.5
ns574,kung fu panda,2021-07-01,2008,3.6
ns5740,the african doctor,2016-10-28,2016,3.6
ns5741,they are everywhere,2016-10-28,2016,3.4
ns5742,trailer park boys: out of the park: europe,2016-10-28,2016,3.6
ns5743,west coast,2016-10-28,2016,3.6
ns5744,7 años,2016-10-27,2016,3.6
ns5745,containment,2016-10-21,2016,3.5
ns5746,joe rogan: triggered,2016-10-21,2016,3.5
ns5747,a mighty team,2016-10-15,2016,3.5
ns5748,berserk: the golden age arc i - the egg of the king,2016-10-15,2012,3.5
ns5749,bleach the movie: fade to black,2016-10-15,2008,3.5
ns575,kung fu panda 2,2021-07-01,2011,3.6
ns5750,bleach the movie: hell verse,2016-10-15,2010,3.5
ns5751,blind date,2016-10-15,2015,3.5
ns5752,death note,2016-10-15,2006,3.5
ns5753,spotless,2016-10-15,2015,3.5
ns5754,vampire knight,2016-10-15,2008,3.5
ns5755,sky ladder: the art of cai guo-qiang,2016-10-14,2016,3.5
ns5756,mascots,2016-10-13,2016,3.5
ns5757,justin timberlake + the tennessee kids,2016-10-12,2016,3.6
ns5758,13th,2016-10-07,2016,3.5
ns5759,russell peters: almost famous,2016-10-07,2016,3.5
ns576,life as we know it,2021-07-01,2010,3.6
ns5760,storybots super songs,2016-10-07,2016,3.6
ns5761,the siege of jadotville,2016-10-07,2016,3.6
ns5762,lego jurassic world: the indominus escape,2016-10-04,2016,3.6
ns5763,be with me,2016-10-01,2015,3.5
ns5764,be with you,2016-10-01,2015,3.5
ns5765,bombshell,2016-10-01,2016,3.6
ns5766,chatô: the king of brazil,2016-10-01,2015,3.5
ns5767,fall in love with me,2016-10-01,2014,3.5
ns5768,harud,2016-10-01,2010,3.5
ns5769,love cheque charge,2016-10-01,2014,3.5
ns577,mary magdalene,2021-07-01,2019,3.6
ns5770,masha's spooky stories,2016-10-01,2012,3.5
ns5771,much ado about nothing,2016-10-01,2016,3.5
ns5772,murphy's law of love,2016-10-01,2015,3.5
ns5773,my big night,2016-10-01,2015,3.5
ns5774,my little pony equestria girls: legend of everfree,2016-10-01,2016,3.5
ns5775,old money,2016-10-01,2015,3.5
ns5776,pac's scary halloween,2016-10-01,2016,3.5
ns5777,riphagen - the untouchable,2016-10-01,2016,3.5
ns5778,someone like you,2016-10-01,2015,3.5
ns5779,umrika,2016-10-01,2015,3.4
ns578,masameer county,2021-07-01,2021,3.5
ns5780,unchained: the untold story of freestyle motocross,2016-10-01,2016,3.6
ns5781,welcome mr. president,2016-10-01,2013,3.6
ns5782,when i see you again,2016-10-01,2015,3.5
ns5783,amanda knox,2016-09-30,2016,3.5
ns5784,audrie & daisy,2016-09-23,2016,3.5
ns5785,iliza shlesinger: confirmed kills,2016-09-23,2016,3.6
ns5786,veggietales in the house,2016-09-23,2016,3.6
ns5787,"karol modzelewski, łukasz „lotek” lodkowski no offense",2016-09-19,2016,3.6
ns5788,"katarzyna piasecka, rafał pacześ seriously funny",2016-09-19,2016,3.6
ns5789,"mariusz kałamaga, karol kopiec, wiolka walaszczyk hilarious trio",2016-09-19,2016,3.5
ns579,memoirs of a geisha,2021-07-01,2005,3.5
ns5790,"rafał banaś, michał leja laugh out loud",2016-09-19,2016,3.5
ns5791,the best of rafał rutkowski olka szczęśniak,2016-09-19,2016,3.5
ns5792,"tomasz jachimek, jacek stramik laugh at live",2016-09-19,2016,3.6
ns5793,arq,2016-09-16,2016,3.5
ns5794,cedric the entertainer: live from the ville,2016-09-16,2016,3.5
ns5795,louis c.k.: hilarious,2016-09-16,2010,3.4
ns5796,the white helmets,2016-09-16,2016,3.5
ns5797,sample this,2016-09-15,2012,3.6
ns5798,extremis,2016-09-13,2016,3.4
ns5799,jandino: whatever it takes,2016-09-09,2016,3.5
ns58,naruto shippûden the movie: bonds,2021-09-15,2008,3.5
ns580,midnight run,2021-07-01,1988,3.5
ns5800,chef's table: france,2016-09-02,2016,3.6
ns5801,kulipari: an army of frogs,2016-09-02,2016,3.5
ns5802,conspiracy,2016-09-01,2015,3.5
ns5803,dead set,2016-09-01,2008,3.5
ns5804,forensic files,2016-09-01,2011,3.5
ns5805,saudi arabia uncovered,2016-09-01,2016,3.5
ns5806,the fierce wife,2016-09-01,2010,3.4
ns5807,witches: a century of murder,2016-09-01,2015,3.6
ns5808,glitter force,2016-08-26,2016,3.5
ns5809,jeff foxworthy and larry the cable guy: we’ve been thinking...,2016-08-26,2016,3.6
ns581,mobile suit gundam hathaway,2021-07-01,2021,3.6
ns5810,xoxo,2016-08-26,2016,3.4
ns5811,i'll sleep when i'm dead,2016-08-19,2016,3.6
ns5812,behind enemy lines,2016-08-15,2001,3.5
ns5813,caught on camera,2016-08-15,2015,3.5
ns5814,louis c.k.: live at the comedy store,2016-08-15,2015,3.6
ns5815,real crime: supermarket heist (tesco bomber),2016-08-15,2010,3.6
ns5816,jim gaffigan: beyond the pale,2016-08-11,2005,3.5
ns5817,jim gaffigan: king baby,2016-08-11,2009,3.5
ns5818,jim gaffigan: mr. universe,2016-08-11,2012,3.5
ns5819,jim gaffigan: obsessed,2016-08-11,2014,3.5
ns582,mortal kombat,2021-07-01,1995,3.5
ns5820,david cross: making america great again!,2016-08-05,2016,3.5
ns5821,lavell crawford: can a brother get some love?,2016-08-02,2011,3.6
ns5822,children of god,2016-08-01,1994,3.5
ns5823,cocaine,2016-08-01,2005,3.6
ns5824,edge of the universe,2016-08-01,2008,3.6
ns5825,interview with a serial killer,2016-08-01,2008,3.6
ns5826,la esclava blanca,2016-08-01,2016,3.6
ns5827,real crime: diamond geezers,2016-08-01,2008,3.6
ns5828,lego bionicle: the journey to one,2016-07-29,2016,3.5
ns5829,tallulah,2016-07-29,2016,3.5
ns583,mother's day,2021-07-01,2016,3.6
ns5830,popples,2016-07-24,2016,3.5
ns5831,rebirth,2016-07-15,2016,3.6
ns5832,tony robbins: i am not your guru,2016-07-15,2016,3.6
ns5833,gridlocked,2016-07-14,2015,3.5
ns5834,brahman naman,2016-07-06,2016,3.5
ns5835,kuromukuro,2016-07-04,2016,3.5
ns5836,jim jefferies: freedumb,2016-07-01,2016,3.6
ns5837,marco polo,2016-07-01,2016,3.4
ns5838,x: past is present,2016-07-01,2015,3.6
ns5839,justin time go!,2016-06-24,2016,3.5
ns584,no strings attached,2021-07-01,2011,3.5
ns5840,sofía niño de rivera: exposed,2016-06-24,2016,3.5
ns5841,the fundamentals of caring,2016-06-24,2016,3.5
ns5842,ip man 3,2016-06-18,2015,3.5
ns5843,bo burnham: make happy,2016-06-03,2016,3.6
ns5844,hibana: spark,2016-06-02,2016,3.5
ns5845,72 cutest animals,2016-06-01,2016,3.5
ns5846,72 dangerous places to live,2016-06-01,2016,3.5
ns5847,the do-over,2016-05-27,2016,3.5
ns5848,ali wong: baby cobra,2016-05-06,2016,3.5
ns5849,special correspondents,2016-04-29,2016,3.6
ns585,not another teen movie,2021-07-01,2001,3.5
ns5850,team foxcatcher,2016-04-29,2016,3.5
ns5851,patton oswalt: talking for clapping,2016-04-22,2016,3.5
ns5852,belgica,2016-04-15,2016,3.5
ns5853,hush,2016-04-08,2016,3.5
ns5854,cyborg 009 vs devilman,2016-04-01,2015,3.6
ns5855,frank and cindy,2016-04-01,2007,3.6
ns5856,justin time,2016-04-01,2012,3.5
ns5857,terrace house: boys & girls in the city,2016-04-01,2016,3.5
ns5858,kung fu panda: secrets of the scroll,2016-03-25,2016,3.5
ns5859,he never died,2016-03-18,2015,3.6
ns586,ophelia,2021-07-01,2018,3.5
ns5860,jimmy carr: funny business,2016-03-18,2016,3.6
ns5861,my beautiful broken brain,2016-03-18,2016,3.6
ns5862,pee-wee's big holiday,2016-03-18,2016,3.6
ns5863,netflix presents: the characters,2016-03-11,2016,3.5
ns5864,your lie in april,2016-03-01,2014,3.6
ns5865,"crouching tiger, hidden dragon: sword of destiny",2016-02-26,2016,3.6
ns5866,marvel super hero adventures: frost fight!,2016-02-24,2015,3.5
ns5867,cooked,2016-02-19,2016,3.6
ns5868,care bears & cousins,2016-02-05,2016,3.5
ns5869,hannibal buress: comedy camisado,2016-02-05,2016,3.5
ns587,pet sematary 2,2021-07-01,1992,3.5
ns5870,turbo fast,2016-02-05,2016,3.5
ns5871,masha's tales,2016-02-01,2012,3.5
ns5872,chelsea does,2016-01-23,2016,3.5
ns5873,ricardo o'farrill abrazo genial,2016-01-22,2016,3.5
ns5874,ip man,2016-01-15,2008,3.5
ns5875,ip man 2,2016-01-15,2010,3.5
ns5876,tom segura: mostly stories,2016-01-08,2016,3.5
ns5877,marco polo: one hundred eyes,2015-12-26,2015,3.5
ns5878,sammy & co,2015-12-25,2014,3.5
ns5879,mike epps: don't take it personal,2015-12-18,2015,3.5
ns588,quarantine tales,2021-07-01,2020,3.5
ns5880,the ridiculous 6,2015-12-11,2015,3.5
ns5881,"trailer park boys: drunk, high and unemployed: live in austin",2015-12-09,2015,3.5
ns5882,a very murray christmas,2015-12-04,2015,3.5
ns5883,atelier,2015-12-01,2015,3.6
ns5884,naomi and ely's no kiss list,2015-11-18,2015,3.6
ns5885,john mulaney: the comeback kid,2015-11-13,2015,3.6
ns5886,w/ bob & david,2015-11-13,2015,3.6
ns5887,manson family vacation,2015-10-27,2015,3.5
ns5888,walt disney animation studios short films collection,2015-10-25,2015,3.5
ns5889,hemlock grove,2015-10-23,2015,3.6
ns589,rainbow rangers,2021-07-01,2018,3.6
ns5890,results,2015-10-22,2015,3.5
ns5891,anthony jeselnik: thoughts and prayers,2015-10-16,2015,3.5
ns5892,beasts of no nation,2015-10-16,2015,3.6
ns5893,circle,2015-10-16,2015,3.5
ns5894,winter on fire: ukraine's fight for freedom,2015-10-09,2015,3.5
ns5895,anjelah johnson: not fancy,2015-10-02,2015,3.5
ns5896,wakfu: the quest for the six eliatrope dofus,2015-10-01,2014,3.5
ns5897,keith richards: under the influence,2015-09-18,2015,3.5
ns5898,cowspiracy: the sustainability secret,2015-09-15,2014,3.6
ns5899,6 years,2015-09-08,2015,3.5
ns59,naruto shippûden the movie: the will of fire,2021-09-15,2009,3.5
ns590,red joan,2021-07-01,2019,3.6
ns5900,demetri martin: live (at the time),2015-08-14,2015,3.6
ns5901,wet hot american summer,2015-07-31,2015,3.5
ns5902,tig,2015-07-17,2015,3.5
ns5903,h2o: mermaid adventures,2015-07-15,2015,3.5
ns5904,creep,2015-07-14,2014,3.6
ns5905,chris tucker live,2015-07-10,2015,3.5
ns5906,ralphie may: imperfectly yours,2015-06-29,2015,3.5
ns5907,"what happened, miss simone?",2015-06-26,2015,3.6
ns5908,advantageous,2015-06-23,2015,3.6
ns5909,danger mouse: classic collection,2015-06-15,1992,3.6
ns591,sailor moon crystal,2021-07-01,2016,3.6
ns5910,the perfect dictatorship,2015-06-01,2014,3.5
ns5911,hot girls wanted,2015-05-29,2015,3.5
ns5912,jen kirkman: i'm gonna die alone (and i feel fine),2015-05-22,2015,3.5
ns5913,the other one: the long strange trip of bob weir,2015-05-22,2015,3.5
ns5914,chris d'elia: incorrigible,2015-04-17,2015,3.5
ns5915,oscar's oasis,2015-03-15,2011,3.6
ns5916,aziz ansari live at madison square garden,2015-03-06,2015,3.6
ns5917,my own man,2015-03-06,2015,3.6
ns5918,ralphie may: unruly,2015-02-27,2015,3.5
ns5919,virunga: gorillas in peril,2015-02-13,2015,3.5
ns592,seven pounds,2021-07-01,2008,3.5
ns5920,iliza shlesinger: freezing hot,2015-01-23,2015,3.6
ns5921,bojack horseman christmas special: sabrina's christmas wish,2014-12-19,2014,3.5
ns5922,bill burr: i'm sorry you feel that way,2014-12-05,2014,3.5
ns5923,lilyhammer,2014-11-21,2014,3.5
ns5924,goosebumps,2014-11-19,1998,3.5
ns5925,chelsea peretti: one of the greats,2014-11-14,2014,3.5
ns5926,virunga,2014-11-07,2014,3.5
ns5927,e-team,2014-10-24,2014,3.5
ns5928,wyatt cenac: brooklyn,2014-10-21,2014,3.5
ns5929,chelsea handler: uganda be kidding me live,2014-10-10,2014,3.6
ns593,she's out of my league,2021-07-01,2010,3.5
ns5930,print the legend,2014-09-26,2014,3.5
ns5931,mission blue,2014-08-15,2014,3.5
ns5932,the battered bastards of baseball,2014-07-11,2014,3.5
ns5933,from one second to the next,2014-04-15,2013,3.5
ns5934,the borgias,2014-02-01,2013,3.5
ns5935,mitt,2014-01-24,2014,3.6
ns5936,the square,2014-01-17,2013,3.5
ns5937,shrek the musical,2013-12-29,2013,3.6
ns5938,the short game,2013-12-12,2013,3.5
ns5939,aziz ansari: buried alive,2013-11-01,2013,3.5
ns594,snow day,2021-07-01,2000,3.5
ns5940,the 4400,2013-09-01,2007,3.6
ns5941,breaking bad,2013-08-02,2013,3.5
ns5942,being elmo: a puppeteer's journey,2012-02-21,2011,3.5
ns5943,a stoning in fulham county,2011-10-01,1988,3.5
ns5944,adam: his song continues,2011-10-01,1986,3.6
ns5945,hard lessons,2011-10-01,1986,3.6
ns5946,in defense of a married man,2011-10-01,1990,3.4
ns5947,quiet victory: the charlie wedemeyer story,2011-10-01,1988,3.5
ns5948,strange voices,2011-10-01,1987,3.5
ns5949,the ryan white story,2011-10-01,1989,3.6
ns595,star trek,2021-07-01,2009,3.5
ns5950,too young the hero,2011-10-01,1988,3.6
ns5951,triumph of the heart,2011-10-01,1991,3.6
ns5952,unspeakable acts,2011-10-01,1990,3.6
ns5953,victim of beauty,2011-10-01,1991,3.5
ns5954,joseph: king of dreams,2011-09-27,2000,3.6
ns5955,even the rain,2011-05-17,2010,3.6
ns5956,splatter,2009-11-18,2009,3.5
ns5957,just another love story,2009-05-05,2007,3.6
ns5958,to and from new york,2008-01-01,2006,3.6
ns5959,9,2017-11-16,2009,3.5
ns596,stuart little,2021-07-01,1999,3.5
ns5960,21,2020-01-01,2008,3.5
ns5961,187,2019-11-01,1997,3.5
ns5962,706,2019-04-01,2019,3.5
ns5963,1920,2017-12-15,2008,3.5
ns5964,oct-01,2019-09-01,2014,3.6
ns5965,feb-09,2019-03-20,2018,3.5
ns5966,22-jul,2018-10-10,2018,3.7
ns5967,15-aug,2019-03-29,2019,3.6
ns5968,'89,2018-05-16,2017,3.6
ns5969,​goli soda 2,2018-09-15,2018,3.5
ns597,sword of trust,2021-07-01,2019,3.5
ns5970,​maj rati ​​keteki,2018-09-15,2017,3.5
ns5971,​mayurakshi,2018-09-15,2017,3.4
ns5972,(t)error,2016-06-30,2015,3.6
ns5973,#cats_the_mewvie,2020-02-05,2020,3.5
ns5974,#roxy,2019-04-10,2018,3.6
ns5975,แผนร้ายนายเจ้าเล่ห์,2019-03-30,2016,3.6
ns5976,ég man þig,2018-03-27,2017,3.6
ns5977,çok filim hareketler bunlar,2017-03-10,2010,3.5
ns5978,æon flux,2018-02-01,2005,3.5
ns5979,şubat,2017-01-17,2013,3.5
ns598,talladega nights: the ballad of ricky bobby,2021-07-01,2006,3.5
ns5980,1 chance 2 dance,2017-07-01,2014,3.5
ns5981,1 mile to you,2017-07-07,2017,3.6
ns5982,"10,000 b.c.",2019-06-01,2008,3.5
ns5983,100 days of solitude,2018-07-06,2018,3.6
ns5984,100 years: one woman's fight for justice,2018-03-20,2016,3.5
ns5985,100% hotter,2019-11-01,2017,3.5
ns5986,12 round gun,2019-03-14,2017,3.6
ns5987,12 years promise,2017-05-22,2014,3.5
ns5988,13 cameras,2016-08-13,2015,3.6
ns5989,13 sins,2019-01-13,2014,3.5
ns599,the american,2021-07-01,2010,3.5
ns5990,13th: a conversation with oprah winfrey & ava duvernay,2017-01-26,2017,3.6
ns5991,14 blades,2019-04-03,2010,3.4
ns5992,14 cameras,2018-10-27,2018,3.5
ns5993,16 blocks,2019-11-01,2006,3.5
ns5994,17 again,2021-01-01,2009,3.5
ns5995,1br,2020-08-23,2019,3.5
ns5996,1st summoning,2019-07-26,2018,3.5
ns5997,20 feet from stardom,2018-09-22,2013,3.6
ns5998,2015 dream concert,2017-04-28,2015,3.4
ns5999,2036 origin unknown,2018-12-20,2018,3.5
ns6,midnight mass,2021-09-24,2021,3.5
ns60,naruto shippuden: the movie,2021-09-15,2007,3.6
ns600,the best of enemies,2021-07-01,2019,3.5
ns6000,20th century women,2019-06-28,2016,3.6
ns6001,21 & over,2019-04-16,2013,3.5
ns6002,21 sarfarosh: saragarhi 1897,2018-12-01,2018,3.6
ns6003,2307: winter's dream,2018-03-01,2016,3.5
ns6004,24 hours to live,2018-04-07,2017,3.5
ns6005,"27, el club de los malditos",2018-05-01,2018,3.6
ns6006,27: gone too soon,2018-05-01,2017,3.6
ns6007,28 days,2020-09-30,2000,3.6
ns6008,3 deewarein,2019-12-31,2003,3.6
ns6009,3 generations,2017-08-28,2015,3.5
ns601,the game,2021-07-01,1997,3.5
ns6010,3 heroines,2019-01-05,2016,3.6
ns6011,3 seconds divorce,2019-06-15,2018,3.6
ns6012,30 days of luxury,2019-04-18,2016,3.5
ns6013,30 minutes or less,2021-01-01,2011,3.5
ns6014,300 miles to heaven,2019-10-01,1989,3.5
ns6015,42 grams,2018-02-01,2017,3.6
ns6016,4th man out,2016-05-05,2015,3.6
ns6017,5 cowok jagoan,2019-01-05,2017,3.5
ns6018,5 to 7,2017-03-16,2014,3.4
ns6019,50 first dates,2020-12-01,2004,3.5
ns602,the karate kid,2021-07-01,1984,3.5
ns6020,50/50,2019-06-01,2011,3.6
ns6021,5cm,2018-09-28,2012,3.5
ns6022,6 days,2018-02-08,2017,3.6
ns6023,6-5=2,2017-11-01,2014,3.6
ns6024,68 kill,2019-09-01,2017,3.5
ns6025,7 (seven),2019-07-30,2019,3.5
ns6026,7 din mohabbat in,2019-05-15,2018,3.6
ns6027,9 months that made you,2017-03-01,2016,3.6
ns6028,a bad moms christmas,2020-02-14,2017,3.6
ns6029,a billion colour story,2018-04-01,2016,3.5
ns603,the karate kid part ii,2021-07-01,1986,3.5
ns6030,a boy called po,2018-01-15,2016,3.5
ns6031,a bridge too far,2020-07-01,1977,3.5
ns6032,a clockwork orange,2020-11-01,1971,3.6
ns6033,a dangerous woman,2018-04-01,1993,3.5
ns6034,a family affair,2016-10-16,2015,3.5
ns6035,a family man,2019-12-15,2016,3.5
ns6036,a flying jatt,2017-11-15,2016,3.5
ns6037,a glimpse inside the mind of charles swan iii,2018-07-15,2012,3.5
ns6038,a good wife,2017-01-01,2013,3.5
ns6039,a gray state,2017-12-25,2017,3.6
ns604,the karate kid part iii,2021-07-01,1989,3.5
ns6040,a haunted house,2020-02-21,2013,3.5
ns6041,a haunting at silver falls: the return,2019-09-17,2019,3.5
ns6042,a holiday engagement,2019-11-04,2011,3.6
ns6043,a kind of murder,2017-05-01,2016,3.6
ns6044,a leaf of faith,2018-08-27,2018,3.5
ns6045,a man called god,2019-03-12,2010,3.5
ns6046,a mission in an old movie,2019-04-25,2012,3.5
ns6047,a most violent year,2018-07-22,2014,3.5
ns6048,a murder in the park,2017-04-28,2014,3.6
ns6049,a new capitalism,2018-06-12,2017,3.6
ns605,the life of david gale,2021-07-01,2003,3.5
ns6050,a night at the roxbury,2019-12-01,1998,3.5
ns6051,a noble intention,2016-09-01,2015,3.6
ns6052,a patch of fog,2017-04-15,2015,3.6
ns6053,a perfect man,2019-06-06,2013,3.6
ns6054,a princess for christmas,2020-08-28,2011,3.5
ns6055,a russell peters christmas,2013-11-01,2011,3.5
ns6056,a scandall,2017-10-15,2016,3.5
ns6057,a separation,2019-03-16,2011,3.5
ns6058,a serious man,2018-01-16,2009,3.5
ns6059,a sort of homecoming,2017-08-01,2015,3.5
ns606,the long riders,2021-07-01,1980,3.6
ns6060,a tale of love and darkness,2019-10-25,2015,3.5
ns6061,a thin line between love & hate,2020-12-01,1996,3.5
ns6062,a thousand words,2020-07-01,2012,3.5
ns6063,a walk to remember,2020-07-01,2002,3.5
ns6064,a wednesday,2018-11-01,2008,3.6
ns6065,a week in watts,2018-02-19,2017,3.5
ns6066,a wrinkle in time,2018-09-25,2018,3.5
ns6067,a young doctor's notebook and other stories,,2013,3.5
ns6068,a.d. kingdom and empire,2017-12-15,2015,3.6
ns6069,a.m.i.,2020-10-01,2019,3.5
ns607,the queen,2021-07-01,2006,3.6
ns6070,a.x.l.,2019-03-20,2018,3.5
ns6071,aşk tesadüfleri sever,2018-04-04,2011,3.5
ns6072,aadu 2,2018-05-15,2017,3.6
ns6073,aajcha divas majha,2018-01-01,2013,3.7
ns6074,aarakshan,2019-12-31,2011,3.5
ns6075,aashayein,2017-10-22,2010,3.5
ns6076,aata pita,2018-01-01,2010,3.6
ns6077,abby sen,2017-05-01,2015,3.5
ns6078,abdo mota,2019-04-19,2012,3.5
ns6079,abhinetri,2018-05-01,2016,3.5
ns608,the strangers,2021-07-01,2008,3.6
ns6080,abnormal summit,2017-08-04,2017,3.5
ns6081,abominable christmas,2016-02-18,2012,3.5
ns6082,about a boy,2019-02-01,2002,3.6
ns6083,abzurdah,2016-08-25,2015,3.5
ns6084,acapulco la vida va,2017-06-03,2016,3.5
ns6085,across the line,2019-04-01,2015,3.5
ns6086,across the universe,2019-01-01,2007,3.5
ns6087,act of valor,2020-06-01,2012,3.6
ns6088,act of vengeance,2018-09-29,2010,3.6
ns6089,acts of violence,2020-08-01,2018,3.5
ns609,the sum of all fears,2021-07-01,2002,3.4
ns6090,adam ruins everything,2018-09-30,2018,3.6
ns6091,addicted to life,2020-06-12,2014,3.6
ns6092,adore,2019-11-20,2013,3.6
ns6093,adrishya,2019-12-31,2017,3.6
ns6094,adventures in public school,2018-08-15,2018,3.5
ns6095,africa,2016-04-28,2013,3.5
ns6096,after porn ends,2019-05-27,2012,3.6
ns6097,after porn ends 3,2018-12-30,2018,3.5
ns6098,afterschool,2020-08-13,2008,3.6
ns6099,aftershock,2018-03-07,2012,3.5
ns61,naruto shippuden: the movie: the lost tower,2021-09-15,2010,3.6
ns610,the tourist,2021-07-01,2010,3.6
ns6100,agatha and the truth of murder,2019-01-31,2018,3.6
ns6101,age gap love,2019-07-12,2017,3.7
ns6102,age of glory,2017-08-14,2010,3.6
ns6103,agent raghav,2017-04-15,2015,3.6
ns6104,ahista ahista,2019-12-31,2006,3.5
ns6105,ai weiwei: never sorry,2018-03-01,2012,3.6
ns6106,ainsley eats the streets,2019-07-12,2014,3.5
ns6107,aisa yeh jahaan,2017-10-15,2015,3.5
ns6108,aitraaz,2018-03-01,2004,3.5
ns6109,alarmoty in the land of fire,2019-08-05,2017,3.5
